(38, (157, 211, 247, 255))
(38, (156, 211, 247, 255))
(37, (213, 252, 253, 255))
(37, (172, 225, 253, 255))
(37, (161, 218, 253, 255))
(37, (156, 216, 253, 255))
(37, (133, 188, 237, 255))
(37, (131, 187, 236, 255))
(37, (140, 195, 237, 255))
(37, (174, 228, 254, 255))
(37, (162, 214, 250, 255))
(37, (161, 214, 252, 255))
(37, (151, 210, 252, 255))
(37, (151, 208, 252, 255))
(37, (149, 207, 252, 255))
(37, (151, 206, 250, 255))
(37, (156, 209, 246, 255))
(37, (135, 193, 242, 255))
(37, (132, 186, 229, 255))
(37, (142, 201, 245, 255))
(37, (136, 193, 240, 255))
(36, (163, 217, 251, 255))
(36, (156, 212, 251, 255))
(36, (151, 209, 251, 255))
(36, (150, 208, 251, 255))
(36, (149, 207, 251, 255))
(36, (136, 192, 244, 255))
(36, (137, 193, 235, 255))
(36, (157, 213, 252, 255))
(36, (155, 209, 250, 255))
(36, (142, 201, 250, 255))
(36, (134, 190, 241, 255))
(36, (158, 217, 252, 255))
(36, (157, 210, 247, 255))
(36, (149, 204, 244, 255))
(36, (142, 200, 244, 255))
(36, (135, 193, 243, 255))
(35, (164, 221, 253, 255))
(35, (162, 215, 251, 255))
(35, (134, 192, 241, 255))
(35, (157, 211, 251, 255))
(35, (154, 207, 251, 255))
(35, (148, 205, 249, 255))
(35, (147, 202, 249, 255))
(35, (141, 199, 249, 255))
(35, (117, 173, 226, 255))
(35, (133, 187, 231, 255))
(35, (137, 193, 236, 255))
(35, (157, 215, 251, 255))
(35, (155, 208, 251, 255))
(35, (141, 197, 248, 255))
(35, (170, 224, 252, 255))
(35, (146, 203, 249, 255))
(35, (162, 213, 250, 255))
(35, (147, 202, 250, 255))
(35, (143, 200, 244, 255))
(35, (134, 192, 242, 255))
(34, (166, 224, 253, 255))
(34, (147, 204, 249, 255))
(34, (126, 185, 236, 255))
(34, (144, 201, 245, 255))
(34, (139, 194, 237, 255))
(34, (155, 212, 251, 255))
(34, (141, 196, 242, 255))
(34, (184, 236, 254, 255))
(34, (179, 231, 254, 255))
(34, (170, 220, 252, 255))
(34, (160, 212, 250, 255))
(34, (152, 209, 252, 255))
(34, (154, 206, 248, 255))
(34, (114, 171, 224, 255))
(34, (135, 190, 241, 255))
(33, (220, 253, 253, 255))
(33, (179, 244, 253, 255))
(33, (137, 193, 234, 255))
(33, (153, 209, 251, 255))
(33, (152, 209, 251, 255))
(33, (151, 208, 251, 255))
(33, (136, 190, 241, 255))
(33, (110, 167, 219, 255))
(33, (150, 202, 239, 255))
(33, (155, 208, 250, 255))
(33, (140, 196, 248, 255))
(33, (179, 248, 252, 255))
(33, (147, 203, 248, 255))
(33, (179, 230, 254, 255))
(33, (155, 207, 250, 255))
(33, (157, 210, 246, 255))
(33, (140, 198, 248, 255))
(33, (131, 189, 242, 255))
(33, (117, 174, 226, 255))
(33, (134, 188, 231, 255))
(33, (143, 200, 245, 255))
(33, (147, 202, 245, 255))
(33, (139, 194, 240, 255))
(33, (140, 197, 243, 255))
(32, (217, 253, 253, 255))
(32, (191, 250, 253, 255))
(32, (157, 210, 245, 255))
(32, (172, 224, 253, 255))
(32, (169, 223, 253, 255))
(32, (161, 217, 253, 255))
(32, (163, 215, 251, 255))
(32, (155, 215, 253, 255))
(32, (160, 212, 251, 255))
(32, (152, 207, 251, 255))
(32, (114, 171, 223, 255))
(32, (139, 193, 238, 255))
(32, (159, 216, 252, 255))
(32, (137, 192, 234, 255))
(32, (136, 194, 242, 255))
(32, (142, 198, 248, 255))
(32, (142, 199, 248, 255))
(32, (178, 231, 254, 255))
(32, (164, 217, 252, 255))
(32, (157, 217, 252, 255))
(32, (148, 202, 243, 255))
(32, (158, 211, 247, 255))
(32, (134, 191, 244, 255))
(32, (144, 202, 246, 255))
(32, (142, 199, 244, 255))
(32, (150, 204, 245, 255))
(32, (145, 199, 243, 255))
(31, (193, 251, 253, 255))
(31, (170, 246, 251, 255))
(31, (166, 225, 253, 255))
(31, (160, 213, 251, 255))
(31, (152, 206, 249, 255))
(31, (145, 202, 249, 255))
(31, (140, 197, 247, 255))
(31, (129, 187, 241, 255))
(31, (125, 182, 233, 255))
(31, (161, 216, 252, 255))
(31, (160, 215, 252, 255))
(31, (156, 211, 246, 255))
(31, (141, 194, 238, 255))
(31, (132, 189, 240, 255))
(31, (142, 201, 246, 255))
(31, (148, 203, 246, 255))
(31, (131, 187, 238, 255))
(31, (140, 196, 247, 255))
(30, (137, 191, 243, 255))
(30, (176, 227, 253, 255))
(30, (173, 224, 253, 255))
(30, (147, 201, 244, 255))
(30, (151, 205, 251, 255))
(30, (142, 197, 243, 255))
(30, (141, 196, 243, 255))
(30, (139, 193, 237, 255))
(30, (120, 178, 229, 255))
(30, (163, 215, 252, 255))
(30, (132, 187, 235, 255))
(30, (151, 207, 251, 255))
(30, (140, 194, 239, 255))
(30, (154, 207, 248, 255))
(30, (150, 205, 249, 255))
(30, (154, 208, 249, 255))
(30, (170, 222, 252, 255))
(30, (159, 217, 252, 255))
(30, (143, 200, 249, 255))
(30, (136, 194, 244, 255))
(30, (155, 209, 247, 255))
(30, (141, 198, 243, 255))
(30, (150, 204, 244, 255))
(30, (117, 174, 228, 255))
(30, (132, 187, 231, 255))
(30, (143, 198, 243, 255))
(30, (137, 192, 243, 255))
(29, (225, 254, 253, 255))
(29, (199, 251, 253, 255))
(29, (115, 172, 224, 255))
(29, (167, 221, 253, 255))
(29, (170, 220, 251, 255))
(29, (154, 211, 251, 255))
(29, (153, 206, 251, 255))
(29, (142, 199, 243, 255))
(29, (136, 191, 241, 255))
(29, (139, 196, 244, 255))
(29, (133, 188, 236, 255))
(29, (149, 208, 252, 255))
(29, (178, 233, 254, 255))
(29, (149, 208, 251, 255))
(29, (131, 189, 241, 255))
(29, (146, 202, 251, 255))
(29, (165, 218, 252, 255))
(29, (160, 212, 249, 255))
(29, (157, 211, 248, 255))
(29, (153, 205, 248, 255))
(29, (177, 232, 254, 255))
(29, (175, 226, 254, 255))
(29, (174, 226, 254, 255))
(29, (143, 202, 249, 255))
(29, (153, 208, 250, 255))
(29, (150, 207, 252, 255))
(29, (140, 197, 244, 255))
(29, (142, 196, 242, 255))
(29, (147, 203, 246, 255))
(29, (149, 203, 243, 255))
(29, (120, 179, 229, 255))
(29, (155, 208, 247, 255))
(29, (143, 201, 244, 255))
(29, (135, 192, 240, 255))
(29, (142, 198, 243, 255))
(29, (132, 190, 242, 255))
(28, (221, 253, 253, 255))
(28, (164, 219, 251, 255))
(28, (158, 215, 251, 255))
(28, (161, 212, 251, 255))
(28, (158, 211, 245, 255))
(28, (144, 202, 249, 255))
(28, (134, 193, 243, 255))
(28, (132, 191, 243, 255))
(28, (148, 204, 245, 255))
(28, (126, 183, 236, 255))
(28, (166, 220, 252, 255))
(28, (153, 209, 252, 255))
(28, (163, 217, 253, 255))
(28, (141, 200, 245, 255))
(28, (154, 209, 250, 255))
(28, (175, 228, 254, 255))
(28, (152, 211, 252, 255))
(28, (150, 206, 250, 255))
(28, (133, 189, 240, 255))
(28, (166, 219, 253, 255))
(28, (150, 204, 243, 255))
(28, (154, 206, 244, 255))
(28, (133, 191, 243, 255))
(28, (151, 204, 250, 255))
(28, (133, 191, 242, 255))
(27, (201, 252, 253, 255))
(27, (188, 249, 253, 255))
(27, (162, 220, 253, 255))
(27, (150, 206, 251, 255))
(27, (144, 197, 241, 255))
(27, (133, 191, 241, 255))
(27, (131, 187, 233, 255))
(27, (127, 185, 237, 255))
(27, (122, 181, 237, 255))
(27, (120, 179, 236, 255))
(27, (141, 199, 245, 255))
(27, (142, 199, 245, 255))
(27, (152, 208, 251, 255))
(27, (183, 249, 252, 255))
(27, (153, 207, 248, 255))
(27, (195, 245, 254, 255))
(27, (186, 237, 254, 255))
(27, (184, 235, 254, 255))
(27, (154, 209, 249, 255))
(27, (172, 228, 254, 255))
(27, (145, 203, 250, 255))
(27, (133, 188, 238, 255))
(27, (143, 200, 246, 255))
(27, (166, 223, 253, 255))
(27, (144, 198, 243, 255))
(27, (145, 199, 244, 255))
(27, (141, 196, 240, 255))
(27, (145, 199, 242, 255))
(26, (169, 245, 251, 255))
(26, (134, 192, 240, 255))
(26, (164, 215, 251, 255))
(26, (137, 194, 241, 255))
(26, (152, 204, 249, 255))
(26, (149, 203, 249, 255))
(26, (148, 200, 247, 255))
(26, (135, 193, 241, 255))
(26, (144, 199, 243, 255))
(26, (140, 195, 241, 255))
(26, (140, 196, 241, 255))
(26, (139, 195, 241, 255))
(26, (138, 195, 243, 255))
(26, (136, 194, 243, 255))
(26, (169, 223, 254, 255))
(26, (158, 214, 252, 255))
(26, (156, 215, 252, 255))
(26, (132, 186, 230, 255))
(26, (136, 191, 233, 255))
(26, (143, 202, 250, 255))
(26, (169, 220, 251, 255))
(26, (185, 237, 254, 255))
(26, (169, 225, 254, 255))
(26, (171, 222, 252, 255))
(26, (165, 218, 248, 255))
(26, (156, 216, 252, 255))
(26, (162, 215, 252, 255))
(26, (160, 214, 252, 255))
(26, (126, 183, 234, 255))
(26, (158, 212, 248, 255))
(26, (153, 205, 250, 255))
(26, (144, 198, 242, 255))
(26, (142, 198, 244, 255))
(26, (139, 195, 242, 255))
(26, (134, 193, 242, 255))
(26, (135, 192, 242, 255))
(26, (126, 184, 236, 255))
(26, (121, 179, 229, 255))
(26, (146, 198, 246, 255))
(26, (133, 189, 238, 255))
(26, (146, 200, 244, 255))
(26, (132, 186, 231, 255))
(26, (141, 199, 244, 255))
(26, (155, 209, 245, 255))
(26, (156, 209, 245, 255))
(26, (141, 198, 245, 255))
(26, (139, 195, 240, 255))
(26, (142, 197, 242, 255))
(25, (167, 224, 253, 255))
(25, (170, 223, 253, 255))
(25, (161, 219, 253, 255))
(25, (164, 217, 247, 255))
(25, (144, 200, 245, 255))
(25, (124, 183, 239, 255))
(25, (133, 187, 230, 255))
(25, (133, 189, 239, 255))
(25, (111, 168, 220, 255))
(25, (133, 188, 235, 255))
(25, (156, 211, 250, 255))
(25, (123, 180, 233, 255))
(25, (138, 193, 234, 255))
(25, (139, 195, 239, 255))
(25, (179, 249, 252, 255))
(25, (177, 248, 252, 255))
(25, (135, 191, 235, 255))
(25, (147, 202, 248, 255))
(25, (120, 179, 235, 255))
(25, (155, 208, 249, 255))
(25, (149, 203, 250, 255))
(25, (148, 203, 248, 255))
(25, (147, 203, 244, 255))
(25, (137, 194, 242, 255))
(25, (165, 218, 247, 255))
(25, (149, 201, 247, 255))
(25, (149, 203, 246, 255))
(25, (155, 208, 245, 255))
(25, (132, 190, 243, 255))
(25, (134, 190, 243, 255))
(25, (121, 179, 230, 255))
(25, (148, 203, 243, 255))
(24, (162, 216, 251, 255))
(24, (143, 196, 240, 255))
(24, (167, 226, 253, 255))
(24, (170, 225, 253, 255))
(24, (169, 224, 253, 255))
(24, (164, 223, 253, 255))
(24, (165, 219, 251, 255))
(24, (165, 218, 253, 255))
(24, (158, 216, 251, 255))
(24, (150, 204, 249, 255))
(24, (147, 200, 243, 255))
(24, (146, 199, 247, 255))
(24, (138, 193, 239, 255))
(24, (131, 186, 235, 255))
(24, (122, 180, 236, 255))
(24, (141, 196, 239, 255))
(24, (136, 192, 239, 255))
(24, (138, 193, 236, 255))
(24, (124, 182, 238, 255))
(24, (140, 197, 245, 255))
(24, (134, 189, 233, 255))
(24, (129, 185, 236, 255))
(24, (157, 212, 251, 255))
(24, (165, 219, 248, 255))
(24, (133, 188, 232, 255))
(24, (142, 195, 239, 255))
(24, (164, 218, 249, 255))
(24, (152, 206, 248, 255))
(24, (148, 200, 248, 255))
(24, (138, 195, 242, 255))
(24, (165, 220, 252, 255))
(24, (151, 205, 249, 255))
(24, (161, 212, 250, 255))
(24, (149, 206, 250, 255))
(24, (120, 178, 234, 255))
(24, (150, 204, 246, 255))
(24, (141, 199, 248, 255))
(24, (139, 193, 236, 255))
(24, (137, 192, 242, 255))
(24, (129, 186, 240, 255))
(24, (147, 201, 243, 255))
(24, (147, 200, 246, 255))
(24, (148, 200, 246, 255))
(24, (118, 175, 229, 255))
(24, (137, 194, 243, 255))
(24, (139, 195, 243, 255))
(24, (141, 198, 247, 255))
(24, (157, 211, 245, 255))
(24, (144, 197, 242, 255))
(24, (141, 200, 250, 255))
(23, (224, 254, 253, 255))
(23, (185, 250, 253, 255))
(23, (171, 226, 253, 255))
(23, (170, 226, 253, 255))
(23, (159, 212, 251, 255))
(23, (145, 200, 244, 255))
(23, (150, 207, 251, 255))
(23, (151, 204, 249, 255))
(23, (144, 198, 241, 255))
(23, (142, 198, 247, 255))
(23, (142, 196, 239, 255))
(23, (138, 194, 241, 255))
(23, (136, 193, 237, 255))
(23, (125, 180, 229, 255))
(23, (111, 168, 219, 255))
(23, (170, 223, 252, 255))
(23, (148, 201, 239, 255))
(23, (149, 201, 238, 255))
(23, (138, 194, 235, 255))
(23, (128, 186, 237, 255))
(23, (146, 202, 245, 255))
(23, (171, 224, 252, 255))
(23, (125, 181, 233, 255))
(23, (136, 192, 234, 255))
(23, (161, 213, 249, 255))
(23, (136, 192, 235, 255))
(23, (146, 202, 249, 255))
(23, (183, 235, 254, 255))
(23, (181, 234, 254, 255))
(23, (146, 199, 242, 255))
(23, (173, 228, 254, 255))
(23, (171, 227, 254, 255))
(23, (159, 215, 252, 255))
(23, (163, 217, 246, 255))
(23, (124, 182, 234, 255))
(23, (130, 187, 239, 255))
(23, (156, 210, 250, 255))
(23, (148, 201, 244, 255))
(23, (140, 195, 242, 255))
(23, (137, 191, 242, 255))
(23, (135, 191, 242, 255))
(23, (125, 181, 230, 255))
(23, (131, 187, 240, 255))
(23, (138, 194, 236, 255))
(23, (155, 210, 247, 255))
(23, (143, 201, 247, 255))
(23, (158, 212, 246, 255))
(23, (145, 198, 244, 255))
(23, (156, 212, 247, 255))
(23, (137, 193, 240, 255))
(23, (146, 198, 242, 255))
(23, (154, 206, 243, 255))
(23, (146, 200, 243, 255))
(22, (200, 252, 253, 255))
(22, (142, 196, 240, 255))
(22, (165, 225, 253, 255))
(22, (168, 222, 253, 255))
(22, (149, 202, 241, 255))
(22, (153, 210, 251, 255))
(22, (160, 214, 251, 255))
(22, (131, 186, 231, 255))
(22, (148, 201, 247, 255))
(22, (145, 201, 249, 255))
(22, (144, 201, 249, 255))
(22, (147, 198, 247, 255))
(22, (141, 197, 247, 255))
(22, (140, 195, 243, 255))
(22, (134, 195, 245, 255))
(22, (139, 194, 241, 255))
(22, (137, 192, 235, 255))
(22, (140, 196, 244, 255))
(22, (149, 202, 239, 255))
(22, (166, 218, 248, 255))
(22, (124, 182, 239, 255))
(22, (157, 216, 251, 255))
(22, (129, 186, 236, 255))
(22, (148, 207, 251, 255))
(22, (142, 200, 248, 255))
(22, (125, 183, 235, 255))
(22, (174, 245, 252, 255))
(22, (186, 238, 254, 255))
(22, (177, 231, 254, 255))
(22, (169, 222, 252, 255))
(22, (159, 218, 252, 255))
(22, (149, 205, 249, 255))
(22, (148, 202, 249, 255))
(22, (164, 217, 246, 255))
(22, (156, 209, 244, 255))
(22, (153, 209, 250, 255))
(22, (155, 208, 248, 255))
(22, (144, 203, 250, 255))
(22, (144, 201, 246, 255))
(22, (141, 195, 236, 255))
(22, (137, 195, 244, 255))
(22, (138, 193, 238, 255))
(22, (132, 188, 236, 255))
(22, (133, 188, 240, 255))
(22, (141, 199, 246, 255))
(22, (153, 205, 247, 255))
(22, (117, 175, 229, 255))
(22, (124, 179, 228, 255))
(22, (157, 210, 244, 255))
(22, (155, 209, 244, 255))
(22, (146, 201, 244, 255))
(22, (150, 203, 244, 255))
(22, (153, 206, 244, 255))
(22, (117, 175, 228, 255))
(22, (164, 218, 247, 255))
(22, (143, 198, 244, 255))
(22, (141, 195, 237, 255))
(22, (146, 198, 245, 255))
(22, (140, 199, 245, 255))
(22, (153, 205, 243, 255))
(21, (216, 253, 253, 255))
(21, (172, 235, 253, 255))
(21, (178, 228, 253, 255))
(21, (174, 227, 253, 255))
(21, (166, 226, 253, 255))
(21, (168, 219, 253, 255))
(21, (167, 219, 253, 255))
(21, (159, 219, 253, 255))
(21, (160, 218, 253, 255))
(21, (134, 191, 242, 255))
(21, (136, 193, 241, 255))
(21, (141, 196, 241, 255))
(21, (146, 204, 251, 255))
(21, (149, 202, 245, 255))
(21, (146, 201, 249, 255))
(21, (132, 187, 232, 255))
(21, (122, 180, 237, 255))
(21, (138, 196, 244, 255))
(21, (130, 187, 237, 255))
(21, (121, 180, 236, 255))
(21, (131, 186, 237, 255))
(21, (149, 201, 239, 255))
(21, (151, 210, 251, 255))
(21, (153, 208, 249, 255))
(21, (132, 189, 239, 255))
(21, (164, 220, 252, 255))
(21, (164, 219, 248, 255))
(21, (162, 219, 252, 255))
(21, (161, 218, 252, 255))
(21, (155, 209, 252, 255))
(21, (155, 210, 246, 255))
(21, (155, 211, 246, 255))
(21, (146, 199, 246, 255))
(21, (133, 191, 240, 255))
(21, (138, 192, 242, 255))
(21, (149, 204, 246, 255))
(21, (118, 175, 228, 255))
(21, (145, 198, 246, 255))
(21, (147, 199, 246, 255))
(21, (154, 207, 247, 255))
(21, (145, 198, 247, 255))
(21, (134, 190, 238, 255))
(21, (128, 186, 238, 255))
(21, (146, 198, 244, 255))
(21, (122, 179, 230, 255))
(21, (120, 179, 230, 255))
(21, (134, 189, 241, 255))
(21, (152, 205, 247, 255))
(21, (153, 206, 247, 255))
(21, (154, 205, 243, 255))
(21, (137, 191, 240, 255))
(21, (134, 191, 240, 255))
(21, (145, 198, 243, 255))
(21, (134, 192, 243, 255))
(21, (136, 192, 243, 255))
(20, (195, 250, 253, 255))
(20, (192, 250, 253, 255))
(20, (164, 217, 251, 255))
(20, (170, 221, 251, 255))
(20, (177, 228, 253, 255))
(20, (165, 222, 253, 255))
(20, (164, 222, 253, 255))
(20, (146, 202, 244, 255))
